Domains(Old),Domains(New)
100.6.4.64.in-addr.arpa,cloudchannelnetwork.net.
100.6.4.64.in-addr.arpa,createbingadsmobile.com.
100.6.4.64.in-addr.arpa,createbingadsretail.com.
100.6.4.64.in-addr.arpa,createbingadssocial.com.
100.6.4.64.in-addr.arpa,createbingadstravel.com.
100.6.4.64.in-addr.arpa,halo-spartanassault.com.
100.6.4.64.in-addr.arpa,halo-spartanassault.net.
100.6.4.64.in-addr.arpa,internetofyouthings.com.
100.6.4.64.in-addr.arpa,internetofyouthings.net.
100.6.4.64.in-addr.arpa,mediacenterextender.net.
100.6.4.64.in-addr.arpa,mediacenterextender.org.
100.6.4.64.in-addr.arpa,microsoftbandhealth.com.
100.6.4.64.in-addr.arpa,microsoftdynamicsf1.ca.
100.6.4.64.in-addr.arpa,microsofthealthband.com.
100.6.4.64.in-addr.arpa,microsofthealthband.net.
100.6.4.64.in-addr.arpa,microsoftholostudio.com.
100.6.4.64.in-addr.arpa,microsoftholostudio.net.
100.6.4.64.in-addr.arpa,microsoftincentives.co.nz.
100.6.4.64.in-addr.arpa,microsoftofficejobs.com.
100.6.4.64.in-addr.arpa,microsoftstreetside.com.
100.6.4.64.in-addr.arpa,microsoftstreetside.net.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.ca.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.cn.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.co.in.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.co.uk.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.hk.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.in.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.jp.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.tw.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.com.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.com.au.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.com.cn.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.com.hk.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.com.tw.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.net.
100.6.4.64.in-addr.arpa,microsoftsurfacehub.org.
100.6.4.64.in-addr.arpa,mymicrosoftbenefits.net.
100.6.4.64.in-addr.arpa,mymicrosoftbenefits.org.
100.6.4.64.in-addr.arpa,onedriveforbusiness.at.
100.6.4.64.in-addr.arpa,onedriveforbusiness.be.
100.6.4.64.in-addr.arpa,onedriveforbusiness.ca.
100.6.4.64.in-addr.arpa,onedriveforbusiness.ch.
100.6.4.64.in-addr.arpa,onedriveforbusiness.cm.
100.6.4.64.in-addr.arpa,onedriveforbusiness.co.
100.6.4.64.in-addr.arpa,onedriveforbusiness.co.at.
100.6.4.64.in-addr.arpa,onedriveforbusiness.co.il.
100.6.4.64.in-addr.arpa,onedriveforbusiness.co.nz.
100.6.4.64.in-addr.arpa,onedriveforbusiness.cz.
100.6.4.64.in-addr.arpa,onedriveforbusiness.es.
100.6.4.64.in-addr.arpa,onedriveforbusiness.eu.
100.6.4.64.in-addr.arpa,onedriveforbusiness.fr.
100.6.4.64.in-addr.arpa,onedriveforbusiness.hk.
100.6.4.64.in-addr.arpa,onedriveforbusiness.jp.
100.6.4.64.in-addr.arpa,onedriveforbusiness.ms.
100.6.4.64.in-addr.arpa,onedriveforbusiness.mx.
100.6.4.64.in-addr.arpa,onedriveforbusiness.nl.
100.6.4.64.in-addr.arpa,onedriveforbusiness.pl.
100.6.4.64.in-addr.arpa,onedriveforbusiness.se.
100.6.4.64.in-addr.arpa,onedriveforbusiness.sg.
100.6.4.64.in-addr.arpa,onedriveforbusiness.tv.
100.6.4.64.in-addr.arpa,onedriveforbusiness.tw.
100.6.4.64.in-addr.arpa,onedriveforbusiness.ws.
100.6.4.64.in-addr.arpa,onedriveforbusiness.biz.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.cn.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.es.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.gr.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.mx.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.pl.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.sg.
100.6.4.64.in-addr.arpa,onedriveforbusiness.com.tw.
100.6.4.64.in-addr.arpa,onedriveforbusiness.net.
100.6.4.64.in-addr.arpa,onedriveforbusiness.org.
100.6.4.64.in-addr.arpa,onedriveforbusiness.info.
100.6.4.64.in-addr.arpa,onedriveforbusiness.mobi.
100.6.4.64.in-addr.arpa,projectsparkthegame.com.
100.6.4.64.in-addr.arpa,projectsparkthegame.net.
100.6.4.64.in-addr.arpa,revistaperspectivas.es.
100.6.4.64.in-addr.arpa,trabajadondequieras.cr.
100.6.4.64.in-addr.arpa,versuchensiebingads.com.
100.6.4.64.in-addr.arpa,versuchensiebingads.net.
100.6.4.64.in-addr.arpa,whatisproject-spark.com.
100.6.4.64.in-addr.arpa,whatisproject-spark.net.
100.6.4.64.in-addr.arpa,windows-8-1-for-all.com.
100.6.4.64.in-addr.arpa,windows-8-1-for-all.net.
100.6.4.64.in-addr.arpa,windows-for-itmonth.com.
100.6.4.64.in-addr.arpa,windows-for-itmonth.net.
100.6.4.64.in-addr.arpa,windowsazuretradein.in.
100.6.4.64.in-addr.arpa,windowsazuretradein.com.
100.6.4.64.in-addr.arpa,windowsazuretradein.net.
100.6.4.64.in-addr.arpa,windowsskylight-int.com.
100.6.4.64.in-addr.arpa,windowsskylight-int.net.
100.6.4.64.in-addr.arpa,wwwmicrosoftsurface.com.
100.6.4.64.in-addr.arpa,wwwmicrosoftsurface.net.
100.6.4.64.in-addr.arpa,wwwmicrosoftsurface.org.
100.6.4.64.in-addr.arpa,xbox360projectnatal.co.uk.
100.6.4.64.in-addr.arpa,xbox360projectnatal.de.
100.6.4.64.in-addr.arpa,xbox360projectnatal.com.
100.6.4.64.in-addr.arpa,xbox360projectnatal.net.
100.6.4.64.in-addr.arpa,xbox360projectnatal.org.
100.6.4.64.in-addr.arpa,buildbingadsagencies.com.
100.6.4.64.in-addr.arpa,buildbingadsshopping.com.
100.6.4.64.in-addr.arpa,buildbingadvertising.com.
100.6.4.64.in-addr.arpa,controllerfreegaming.co.uk.
100.6.4.64.in-addr.arpa,controllerfreegaming.com.
100.6.4.64.in-addr.arpa,controllerfreegaming.net.
100.6.4.64.in-addr.arpa,controllerfreegaming.org.
100.6.4.64.in-addr.arpa,createbingadscontent.com.
100.6.4.64.in-addr.arpa,createbingadsdesktop.com.
100.6.4.64.in-addr.arpa,createbingadsdisplay.com.
100.6.4.64.in-addr.arpa,desormaisuroffice365.ca.
100.6.4.64.in-addr.arpa,fuellhornderweisheit.com.
100.6.4.64.in-addr.arpa,fuellhornderweisheit.net.
100.6.4.64.in-addr.arpa,halo4forwarduntodawn.co.uk.
100.6.4.64.in-addr.arpa,halo4forwarduntodawn.com.
100.6.4.64.in-addr.arpa,halographiccomputing.com.
100.6.4.64.in-addr.arpa,internetofyourthings.com.
100.6.4.64.in-addr.arpa,microsoftaccelerator.in.
100.6.4.64.in-addr.arpa,microsoftedgebrowser.co.uk.
100.6.4.64.in-addr.arpa,microsoftedgebrowser.de.
100.6.4.64.in-addr.arpa,microsoftedgebrowser.com.
100.6.4.64.in-addr.arpa,microsoftedgebrowser.net.
100.6.4.64.in-addr.arpa,microsoftengineering.co.uk.
100.6.4.64.in-addr.arpa,microsoftengineering.eu.
100.6.4.64.in-addr.arpa,microsofthealthvault.com.
100.6.4.64.in-addr.arpa,microsofthealthvault.net.
100.6.4.64.in-addr.arpa,microsofthealthvault.org.
100.6.4.64.in-addr.arpa,microsofthostingnews.com.
100.6.4.64.in-addr.arpa,microsoftofficedemos.net.
100.6.4.64.in-addr.arpa,microsoftofficedemos.org.
100.6.4.64.in-addr.arpa,microsoftofficedemos.info.
100.6.4.64.in-addr.arpa,moncompagnondevoyage.be.
100.6.4.64.in-addr.arpa,msworkspace-training.com.
100.6.4.64.in-addr.arpa,partenaires-cloud-ms.com.
100.6.4.64.in-addr.arpa,satisfaccionmsmexico.com.
100.6.4.64.in-addr.arpa,satisfaccionmsmexico.net.
100.6.4.64.in-addr.arpa,skypeinspiresnextgen.com.
100.6.4.64.in-addr.arpa,skypepaymentpartners.hu.
100.6.4.64.in-addr.arpa,skypepaymentpartners.nl.
100.6.4.64.in-addr.arpa,skypeservicepartners.hu.
100.6.4.64.in-addr.arpa,skypeservicepartners.nl.
100.6.4.64.in-addr.arpa,surfaceentertainment.com.
100.6.4.64.in-addr.arpa,surfaceentertainment.net.
100.6.4.64.in-addr.arpa,xn--7ck2c0dw438apc4a.xn--q9jyb4c.
100.6.4.64.in-addr.arpa,azuresolutionsgallery.com.
100.6.4.64.in-addr.arpa,azuresolutionsgallery.net.
100.6.4.64.in-addr.arpa,buildbingadspublisher.com.
100.6.4.64.in-addr.arpa,compare-visual-studio.com.
100.6.4.64.in-addr.arpa,compare-visual-studio.net.
100.6.4.64.in-addr.arpa,createbingadsagencies.com.
100.6.4.64.in-addr.arpa,createbingadsshopping.com.
100.6.4.64.in-addr.arpa,createbingadvertising.com.
100.6.4.64.in-addr.arpa,digitalspringcleaning.com.
100.6.4.64.in-addr.arpa,gagnez-avec-office365.be.
100.6.4.64.in-addr.arpa,gamesforwindowsarcade.com.
100.6.4.64.in-addr.arpa,gamesforwindowsarcade.net.
100.6.4.64.in-addr.arpa,gamesforwindowsarcade.org.
100.6.4.64.in-addr.arpa,microsoftcloudpartner.co.in.
100.6.4.64.in-addr.arpa,microsoftcloudpartner.in.
100.6.4.64.in-addr.arpa,microsoftforpinoysmes.com.
100.6.4.64.in-addr.arpa,microsoftnetgadgeteer.com.
100.6.4.64.in-addr.arpa,microsoftnetgadgeteer.net.
100.6.4.64.in-addr.arpa,microsoftskylight-int.com.
100.6.4.64.in-addr.arpa,microsoftskylight-int.net.
100.6.4.64.in-addr.arpa,microsoftskylight-ppe.com.
100.6.4.64.in-addr.arpa,microsoftsmartsurface.com.
100.6.4.64.in-addr.arpa,microsoftsmartsurface.net.
100.6.4.64.in-addr.arpa,microsoftsmartsurface.org.
100.6.4.64.in-addr.arpa,mwc2015internalsurvey.com.
100.6.4.64.in-addr.arpa,mwc2015showcasesurvey.com.
100.6.4.64.in-addr.arpa,productividadrenovada.com.
100.6.4.64.in-addr.arpa,productividadrenovada.net.
100.6.4.64.in-addr.arpa,questofthecloudwalker.com.
100.6.4.64.in-addr.arpa,questofthecloudwalker.net.
100.6.4.64.in-addr.arpa,samenwerken-is-winnen.be.
100.6.4.64.in-addr.arpa,smartsurfacecomputing.com.
100.6.4.64.in-addr.arpa,smartsurfacecomputing.net.
100.6.4.64.in-addr.arpa,smartsurfacecomputing.org.
100.6.4.64.in-addr.arpa,aninternetofyourthings.com.
100.6.4.64.in-addr.arpa,aninternetofyourthings.net.
100.6.4.64.in-addr.arpa,cloudandmobilitysummit.com.
100.6.4.64.in-addr.arpa,collaborer-cest-gagner.be.
100.6.4.64.in-addr.arpa,createbingadspublisher.com.
100.6.4.64.in-addr.arpa,dotnetcompilerplatform.com.
100.6.4.64.in-addr.arpa,dotnetcompilerplatform.net.
100.6.4.64.in-addr.arpa,dotnetcompilerplatform.org.
100.6.4.64.in-addr.arpa,download-visual-studio.com.
100.6.4.64.in-addr.arpa,download-visual-studio.net.
100.6.4.64.in-addr.arpa,eldiadelaoficinaencasa.net.
100.6.4.64.in-addr.arpa,exploreresortcostarica.com.
100.6.4.64.in-addr.arpa,fuellhorn-der-weisheit.com.
100.6.4.64.in-addr.arpa,fuellhorn-der-weisheit.net.
100.6.4.64.in-addr.arpa,galeriasolucionesazure.com.
100.6.4.64.in-addr.arpa,galeriasolucionesazure.net.
100.6.4.64.in-addr.arpa,microsoftcloudpartners.co.in.
100.6.4.64.in-addr.arpa,microsoftcloudpartners.in.
100.6.4.64.in-addr.arpa,microsoftcloudplatform.be.
100.6.4.64.in-addr.arpa,microsoftcorporatejobs.com.
100.6.4.64.in-addr.arpa,microsoftsmartsurfaces.com.
100.6.4.64.in-addr.arpa,microsoftsmartsurfaces.net.
100.6.4.64.in-addr.arpa,microsoftsmartsurfaces.org.
100.6.4.64.in-addr.arpa,microsoftyouthsparkhub.com.
100.6.4.64.in-addr.arpa,skypesystemintegrators.hu.
100.6.4.64.in-addr.arpa,skypesystemintegrators.nl.
100.6.4.64.in-addr.arpa,windowsparaestudiantes.mx.
100.6.4.64.in-addr.arpa,windowsparaestudiantes.com.
100.6.4.64.in-addr.arpa,windowsparaestudiantes.com.mx.
100.6.4.64.in-addr.arpa,windowsparaestudiantes.net.
100.6.4.64.in-addr.arpa,buildbingadsperformance.com.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.ca.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.co.in.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.co.uk.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.in.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.jp.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.ru.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.tw.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.com.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.com.au.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.com.cn.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.com.hk.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.com.tw.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.net.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.org.
100.6.4.64.in-addr.arpa,haloinfinitymultiplayer.mobi.
100.6.4.64.in-addr.arpa,microsofteducatorexpert.com.
100.6.4.64.in-addr.arpa,microsoftedvantagemfitd.com.
100.6.4.64.in-addr.arpa,microsoftedvantagemfitd.net.
100.6.4.64.in-addr.arpa,microsoftlicenciamiento.net.
100.6.4.64.in-addr.arpa,microsoftspringcleaning.com.
100.6.4.64.in-addr.arpa,theinternetofyourthings.com.
100.6.4.64.in-addr.arpa,theinternetofyourthings.net.
100.6.4.64.in-addr.arpa,windows8paraestudiantes.mx.
100.6.4.64.in-addr.arpa,windows8paraestudiantes.com.
100.6.4.64.in-addr.arpa,windows8paraestudiantes.com.mx.
100.6.4.64.in-addr.arpa,windows8paraestudiantes.net.
100.6.4.64.in-addr.arpa,wwwmicrosoftedgebrowser.com.
100.6.4.64.in-addr.arpa,achievemorewithmicrosoft.com.
100.6.4.64.in-addr.arpa,azureoperationalinsights.com.
100.6.4.64.in-addr.arpa,createbingadsperformance.com.
100.6.4.64.in-addr.arpa,keepcalmandofficeproplus.com.
100.6.4.64.in-addr.arpa,keepcalmandofficeproplus.net.
100.6.4.64.in-addr.arpa,meshoperatingenvironment.com.
100.6.4.64.in-addr.arpa,meshoperatingenvironment.net.
100.6.4.64.in-addr.arpa,meshoperatingenvironment.org.
100.6.4.64.in-addr.arpa,microsoftadvertisingjobs.com.
100.6.4.64.in-addr.arpa,microsofteducadorexperto.com.
100.6.4.64.in-addr.arpa,microsofteducatornetwork.com.
100.6.4.64.in-addr.arpa,microsofteducatornetwork.net.
100.6.4.64.in-addr.arpa,microsoftlearnforsuccess.com.
100.6.4.64.in-addr.arpa,modernicesunegocio-canal.com.
100.6.4.64.in-addr.arpa,onlineservices-microsoft.co.uk.
100.6.4.64.in-addr.arpa,onlineservices-microsoft.com.
100.6.4.64.in-addr.arpa,onlineservices-microsoft.net.
100.6.4.64.in-addr.arpa,xboxcontrollerfreegaming.co.uk.
100.6.4.64.in-addr.arpa,xboxcontrollerfreegaming.de.
100.6.4.64.in-addr.arpa,xboxcontrollerfreegaming.com.
100.6.4.64.in-addr.arpa,xboxcontrollerfreegaming.net.
100.6.4.64.in-addr.arpa,xboxcontrollerfreegaming.org.
100.6.4.64.in-addr.arpa,gamesforwindowslivearcade.com.
100.6.4.64.in-addr.arpa,gamesforwindowslivearcade.net.
100.6.4.64.in-addr.arpa,gamesforwindowslivearcade.org.
100.6.4.64.in-addr.arpa,microsoftsurfacecomputers.com.
100.6.4.64.in-addr.arpa,microsoftsurfacecomputers.net.
100.6.4.64.in-addr.arpa,microsoftsurfacecomputers.org.
100.6.4.64.in-addr.arpa,microsoftsurfacecomputing.com.
100.6.4.64.in-addr.arpa,microsoftsurfacecomputing.net.
100.6.4.64.in-addr.arpa,microsoftsurfacecomputing.org.
100.6.4.64.in-addr.arpa,learnmoredynamicscrmonline.com.
100.6.4.64.in-addr.arpa,learnmoredynamicscrmonline.net.
100.6.4.64.in-addr.arpa,microsoftinnovationcenters.net.
100.6.4.64.in-addr.arpa,surfaceentertainmentcenter.com.
100.6.4.64.in-addr.arpa,surfaceentertainmentcenter.net.
100.6.4.64.in-addr.arpa,herontdek-internet-explorer.be.
100.6.4.64.in-addr.arpa,microsoftpartnerinvestments.com.
100.6.4.64.in-addr.arpa,xbox360controllerfreegaming.co.uk.
100.6.4.64.in-addr.arpa,xbox360controllerfreegaming.com.
100.6.4.64.in-addr.arpa,xbox360controllerfreegaming.net.
100.6.4.64.in-addr.arpa,xbox360controllerfreegaming.org.
100.6.4.64.in-addr.arpa,microsoftacademiaaccelerator.com.
100.6.4.64.in-addr.arpa,microsoftcontactoempresarial.com.
100.6.4.64.in-addr.arpa,microsoftcontactoempresarial.net.
100.6.4.64.in-addr.arpa,welcometotheinternetofthings.com.
100.6.4.64.in-addr.arpa,welcometotheinternetofthings.net.
100.6.4.64.in-addr.arpa,coalitionoforderedgovernments.com.
100.6.4.64.in-addr.arpa,microsofteducadorespecialista.com.
100.6.4.64.in-addr.arpa,redecouvrez-internet-explorer.be.
100.6.4.64.in-addr.arpa,download-visual-studio-express.com.
100.6.4.64.in-addr.arpa,download-visual-studio-express.net.
100.6.4.64.in-addr.arpa,welcometotheinternetofyourthings.com.
100.6.4.64.in-addr.arpa,welcometotheinternetofyourthings.net.
100.6.4.64.in-addr.arpa,microsoftpreferredsupplierprogram.com.
100.6.4.64.in-addr.arpa,microsoftpreferredsupplierprogram.net.
100.6.4.64.in-addr.arpa,documentinteroperabilityinitiative.com.
100.6.4.64.in-addr.arpa,documentinteroperabilityinitiative.net.
100.6.4.64.in-addr.arpa,documentinteroperabilityinitiative.org.
100.6.4.64.in-addr.arpa,microsoftpreferredsupplierprogramdemo.com.
100.6.4.64.in-addr.arpa,microsoftpreferredsupplierprogramdemo.net.
100.6.4.64.in-addr.arpa,microsoftpreferredsupplierprogramtest.com.
100.6.4.64.in-addr.arpa,microsoftpreferredsupplierprogramtest.net.
100.6.4.64.in-addr.arpa,*.fpq.biz.
100.6.4.64.in-addr.arpa,m.0365.in.
100.6.4.64.in-addr.arpa,m.o365.in.
100.6.4.64.in-addr.arpa,cpe.tw.
100.6.4.64.in-addr.arpa,fed.tv.
100.6.4.64.in-addr.arpa,ie9.bg.
100.6.4.64.in-addr.arpa,mme.info.
100.6.4.64.in-addr.arpa,mme.name.
100.6.4.64.in-addr.arpa,msn.nz.
100.6.4.64.in-addr.arpa,msn.berlin.
100.6.4.64.in-addr.arpa,mva.ms.
100.6.4.64.in-addr.arpa,slg.tv.
100.6.4.64.in-addr.arpa,xtv.cm.
100.6.4.64.in-addr.arpa,xtv.co.il.
100.6.4.64.in-addr.arpa,xtv.co.in.
100.6.4.64.in-addr.arpa,xtv.co.uk.
100.6.4.64.in-addr.arpa,xtv.de.
100.6.4.64.in-addr.arpa,xtv.in.
100.6.4.64.in-addr.arpa,xtv.jp.
100.6.4.64.in-addr.arpa,xtv.ms.
100.6.4.64.in-addr.arpa,xtv.sg.
100.6.4.64.in-addr.arpa,xtv.tw.
100.6.4.64.in-addr.arpa,xtv.uk.
100.6.4.64.in-addr.arpa,xtv.com.
100.6.4.64.in-addr.arpa,xtv.com.au.
100.6.4.64.in-addr.arpa,xtv.com.hk.
100.6.4.64.in-addr.arpa,xtv.com.sg.
100.6.4.64.in-addr.arpa,xtv.com.tw.
100.6.4.64.in-addr.arpa,xtv.net.au.
100.6.4.64.in-addr.arpa,xtv.org.
100.6.4.64.in-addr.arpa,0365.in.
100.6.4.64.in-addr.arpa,1dr4.biz.
100.6.4.64.in-addr.arpa,1drv.com.
100.6.4.64.in-addr.arpa,1drv.net.
100.6.4.64.in-addr.arpa,1drv.org.
100.6.4.64.in-addr.arpa,bing.ms.
100.6.4.64.in-addr.arpa,bing.berlin.
100.6.4.64.in-addr.arpa,edge.ms.
100.6.4.64.in-addr.arpa,ie10.com.
100.6.4.64.in-addr.arpa,ie10.com.ua.
100.6.4.64.in-addr.arpa,ie11.com.
100.6.4.64.in-addr.arpa,maac.ms.
100.6.4.64.in-addr.arpa,mesh.rs.
100.6.4.64.in-addr.arpa,noox.cn.
100.6.4.64.in-addr.arpa,nube.co.
100.6.4.64.in-addr.arpa,o365.in.
100.6.4.64.in-addr.arpa,pnrp.net.
100.6.4.64.in-addr.arpa,pnrp.org.
100.6.4.64.in-addr.arpa,vweg.com.
100.6.4.64.in-addr.arpa,xbox.cn.
100.6.4.64.in-addr.arpa,xpad.ca.
100.6.4.64.in-addr.arpa,xpad.co.in.
100.6.4.64.in-addr.arpa,xpad.co.uk.
100.6.4.64.in-addr.arpa,xpad.hk.
100.6.4.64.in-addr.arpa,xpad.in.
100.6.4.64.in-addr.arpa,xpad.tw.
100.6.4.64.in-addr.arpa,xpad.com.hk.
100.6.4.64.in-addr.arpa,xpad.com.tw.
100.6.4.64.in-addr.arpa,xpad.org.
100.6.4.64.in-addr.arpa,zoom.co.
100.6.4.64.in-addr.arpa,amixp.co.kr.
100.6.4.64.in-addr.arpa,azure.cn.
100.6.4.64.in-addr.arpa,azure.berlin.
100.6.4.64.in-addr.arpa,befit.com.
100.6.4.64.in-addr.arpa,byexp.tw.
100.6.4.64.in-addr.arpa,curah.ca.
100.6.4.64.in-addr.arpa,curah.cn.
100.6.4.64.in-addr.arpa,curah.co.uk.
100.6.4.64.in-addr.arpa,curah.de.
100.6.4.64.in-addr.arpa,curah.es.
100.6.4.64.in-addr.arpa,curah.fr.
100.6.4.64.in-addr.arpa,curah.in.
100.6.4.64.in-addr.arpa,curah.it.
100.6.4.64.in-addr.arpa,curah.jp.
100.6.4.64.in-addr.arpa,curah.kr.
100.6.4.64.in-addr.arpa,curah.ru.
100.6.4.64.in-addr.arpa,curah.tw.
100.6.4.64.in-addr.arpa,curah.biz.
100.6.4.64.in-addr.arpa,curah.com.
100.6.4.64.in-addr.arpa,curah.com.au.
100.6.4.64.in-addr.arpa,curah.com.br.
100.6.4.64.in-addr.arpa,curah.org.
100.6.4.64.in-addr.arpa,curah.info.
100.6.4.64.in-addr.arpa,curah.mobi.
100.6.4.64.in-addr.arpa,glimr.ms.
100.6.4.64.in-addr.arpa,halo5.com.
100.6.4.64.in-addr.arpa,hdwma.com.
100.6.4.64.in-addr.arpa,hdwmv.com.
100.6.4.64.in-addr.arpa,lumia.com.br.
100.6.4.64.in-addr.arpa,netmf.net.
100.6.4.64.in-addr.arpa,ngisp.com.
100.6.4.64.in-addr.arpa,refep.com.
100.6.4.64.in-addr.arpa,skayp.biz.
100.6.4.64.in-addr.arpa,skype.cx.
100.6.4.64.in-addr.arpa,skype.berlin.
100.6.4.64.in-addr.arpa,swifi.it.
100.6.4.64.in-addr.arpa,xbox1.co.il.
100.6.4.64.in-addr.arpa,xbox1.de.
100.6.4.64.in-addr.arpa,xbox1.fr.
100.6.4.64.in-addr.arpa,xbox1.hu.
100.6.4.64.in-addr.arpa,xbox1.it.
100.6.4.64.in-addr.arpa,xbox1.mx.
100.6.4.64.in-addr.arpa,xbox1.nl.
100.6.4.64.in-addr.arpa,xbox1.ru.
100.6.4.64.in-addr.arpa,xbox1.com.
100.6.4.64.in-addr.arpa,xbox1.com.mx.
100.6.4.64.in-addr.arpa,xlive.com.
100.6.4.64.in-addr.arpa,xpeos.in.
100.6.4.64.in-addr.arpa,xpeos.com.
100.6.4.64.in-addr.arpa,0365rm.com.
100.6.4.64.in-addr.arpa,1drive.at.
100.6.4.64.in-addr.arpa,1drive.be.
100.6.4.64.in-addr.arpa,1drive.bz.
100.6.4.64.in-addr.arpa,1drive.ca.
100.6.4.64.in-addr.arpa,1drive.ch.
100.6.4.64.in-addr.arpa,1drive.co.at.
100.6.4.64.in-addr.arpa,1drive.co.il.
100.6.4.64.in-addr.arpa,1drive.co.nz.
100.6.4.64.in-addr.arpa,1drive.cz.
100.6.4.64.in-addr.arpa,1drive.eu.
100.6.4.64.in-addr.arpa,1drive.fr.
100.6.4.64.in-addr.arpa,1drive.jp.
100.6.4.64.in-addr.arpa,1drive.mx.
100.6.4.64.in-addr.arpa,1drive.pl.
100.6.4.64.in-addr.arpa,1drive.se.
100.6.4.64.in-addr.arpa,1drive.sg.
100.6.4.64.in-addr.arpa,1drive.tv.
100.6.4.64.in-addr.arpa,1drive.tw.
100.6.4.64.in-addr.arpa,1drive.ws.
100.6.4.64.in-addr.arpa,1drive.com.
100.6.4.64.in-addr.arpa,1drive.com.cn.
100.6.4.64.in-addr.arpa,1drive.com.mx.
100.6.4.64.in-addr.arpa,1drive.com.pl.
100.6.4.64.in-addr.arpa,1drive.com.sg.
100.6.4.64.in-addr.arpa,1drive.com.tw.
100.6.4.64.in-addr.arpa,1drive.net.
100.6.4.64.in-addr.arpa,1drive.org.
100.6.4.64.in-addr.arpa,1drive.asia.
100.6.4.64.in-addr.arpa,1drive.info.
100.6.4.64.in-addr.arpa,1drive.mobi.
100.6.4.64.in-addr.arpa,bye-xp.tw.
100.6.4.64.in-addr.arpa,devmov.ca.
100.6.4.64.in-addr.arpa,devmov.com.
100.6.4.64.in-addr.arpa,gamefu.net.
100.6.4.64.in-addr.arpa,jennsi.com.
100.6.4.64.in-addr.arpa,modern.biz.
100.6.4.64.in-addr.arpa,msedge.co.
100.6.4.64.in-addr.arpa,msedge.co.uk.
100.6.4.64.in-addr.arpa,msedge.de.
100.6.4.64.in-addr.arpa,msedge.es.
100.6.4.64.in-addr.arpa,msedge.eu.
100.6.4.64.in-addr.arpa,msedge.fr.
100.6.4.64.in-addr.arpa,msedge.ie.
100.6.4.64.in-addr.arpa,msedge.nl.
100.6.4.64.in-addr.arpa,msedge.us.
100.6.4.64.in-addr.arpa,msedge.com.ar.
100.6.4.64.in-addr.arpa,msedge.com.es.
100.6.4.64.in-addr.arpa,msedge.com.mx.
100.6.4.64.in-addr.arpa,msedge.asia.
100.6.4.64.in-addr.arpa,msedge.mobi.
100.6.4.64.in-addr.arpa,msft3c.net.
100.6.4.64.in-addr.arpa,msholo.com.
100.6.4.64.in-addr.arpa,msholo.net.
100.6.4.64.in-addr.arpa,msmesh.co.uk.
100.6.4.64.in-addr.arpa,od4biz.ms.
100.6.4.64.in-addr.arpa,quelex.com.
100.6.4.64.in-addr.arpa,roslyn.io.
100.6.4.64.in-addr.arpa,speech.tv.
100.6.4.64.in-addr.arpa,vblang.net.
100.6.4.64.in-addr.arpa,vblang.org.
100.6.4.64.in-addr.arpa,webdaq.com.
100.6.4.64.in-addr.arpa,xboxtv.co.
100.6.4.64.in-addr.arpa,xboxtv.co.uk.
100.6.4.64.in-addr.arpa,xboxtv.es.
100.6.4.64.in-addr.arpa,xboxtv.nl.
100.6.4.64.in-addr.arpa,xboxtv.tv.
100.6.4.64.in-addr.arpa,xboxtv.uk.
100.6.4.64.in-addr.arpa,xboxtv.com.
100.6.4.64.in-addr.arpa,acadacc.com.
100.6.4.64.in-addr.arpa,azureml.com.
100.6.4.64.in-addr.arpa,azureoi.com.
100.6.4.64.in-addr.arpa,bingads.jo.
